ID,requirement,functional/non-functional,source_file,data_type,ASR,ASR_Explanation
53,The User Color Palette requires the color search engine for color requests and the color sample matcher to enable the storing of uploaded images for matching.,NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,"It mandates integrating a color search engine and an image matching/storage component, impacting service boundaries, data storage, and performance."
54,"Administrative Interface: The administrative interface allows administrative users to update, add, and delete paint information. Administrative users are also able to add users.",FR,2004 - colorcast.pdf.csv,requirement_statement,Yes,This requirement drives the design of a dedicated admin UI module and the authentication/authorization (RBAC) architecture.
55,The application administrative interface requires the color space and paint information databases to be present.,NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,This requirement drives the data layer design by mandating the inclusion and integration of specific databases for the admin interface.
56,Color Sample Matcher: The color sample matcher allows the client user to upload images in a common format for matching. The color sample matcher will allow the user to graphically select with a hardware pointing device the color or blended color group they wish to use in a color search.,FR,2004 - colorcast.pdf.csv,requirement_statement,No,This is a straightforward UI feature (image upload and color selection) with no broad impact on system structure or key architectural decisions.
57,The color sample matcher requires the color search engine module to function. The color chooser requires the presence of a hardware pointing device.,NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,It defines module and hardware dependencies that impact component boundaries and integration architecture.
58,Color searches among the various collections defined by ABC Paint will be processed in sub-second time on the server.,NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,"It imposes strict performance and scalability constraints, driving choices in caching, indexing, and server architecture to achieve sub-second searches."
59,"Changes to Paint and collection information will occur in Real-time, although the actual processing time will vary with respect to the amount of information to be updated, added, or deleted on the server.",NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,"Drives adoption of a real-time, event-driven architecture with scalable processing pipelines to handle variable update loads and meet latency constraints."
60,"To verify the performance of the application, ColorKast will show the amount of time the server takes to process a request. The time shown will not take into account the transit time of the information over various computer networks.",NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,It impacts the system architecture by requiring instrumentation and timing middleware for server-side performance measurement and metrics collection.
61,"Information that the product will collect or store, which need access protections include user specified color palettes and their store of access permissions. Access to this information must be private.",NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,"This privacy requirement drives the design of secure data storage and access control mechanisms (e.g., encryption, authorization services)."
62,The store of access permissions to administrative features and access permissions must be secure.,NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,"This security requirement drives architectural decisions around secure storage mechanisms, encryption, and key management for access permissions."
63,Implementations of Privacy and security must be on par with industry standards.,NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,"This NFR drives key architectural decisions around security frameworks, data flows, encryption, and compliance with industry standards."
64,"The proposed modular specification of the application lends itself to adaptability, robustness, and reusability.",NFR,2004 - colorcast.pdf.csv,requirement_statement,Yes,"This NFR drives the high-level componentization and module boundaries to ensure adaptability, robustness, and reusability across the architecture."
65,Administrative users can give other users administrative access up to their own access level only.,FR,2004 - colorcast.pdf.csv,requirement_statement,Yes,This imposes hierarchical RBAC constraints affecting the design of the authorization layer and user management services.
0,The Black Start Capability Plan (BCP) is reviewed and updated at least every five years.,NFR,2008 - caiso.pdf.csv,requirement_statement,No,This requirement is a procedural schedule for documentation updates and does not materially affect the system’s architectural design.
1,The CAISO determines the amount and location of Black Start Generation it requires through contingency studies that are used as the basis of the CAISO’s emergency plans.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"Requires integration of contingency analysis and grid simulation modules, impacting component design and data processing architecture."
2,"The CAISO annually verifies that the number, size, availability, and location of system Black Start generating units are sufficient to meet WECC restoration plan requirements for the CAISO Balancing Authority Area.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a compliance-related functional detail and does not drive major architectural decisions or cross-cutting concerns.
3,"The CAISO documents the Cranking Paths, including initial switching requirements, between each Black Start generating unit and the units to be started and provides this documentation for review to WECC upon request.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This requirement only drives documentation and reporting capabilities for compliance without imposing major architectural constraints.
4,"The CAISO Black Start planning evaluation process includes consideration of diverse fuel resources, available cranking and transmission paths, communication adequacy, unit capability of maintaining adequate regulation of voltage and frequency, generator protection and control systems, and limited energy resources are selected sparingly.",FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"This drives the design of control and communication infrastructure, resource management modules, and overall system reliability architecture."
5,"The planning evaluation process is coordinated, as appropriate, with the Black Start capability plans of transmission owners and neighboring Balancing Authorities.",FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"Mandates cross-organizational integration and process orchestration, shaping interface and data-sharing modules in the system architecture."
6,The CAISO annually enters into RMR and Interim Black Start Contracts with generators that satisfy the results of the annual planning evaluation process.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This describes a routine business workflow for contract management and does not impose major architectural constraints.
7,"The owner or operator of any Voluntary Black Start unit that desires a Black Start generating unit status with the CAISO Balancing Authority shall demonstrate at least every five years, through simulation or testing, that the unit can perform its intended functions as required by the WECC BCP and this testing section.",FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"This requirement mandates periodic simulation/testing capabilities with scheduling and compliance reporting, impacting the system’s reliability, maintainability, and test automation architecture."
8,"The owner or operator shall submit documentation of the test results and analysis to the CAISO, WECC, or NERC upon any request.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This compliance submission requirement doesn’t impose major architectural constraints and can be handled within existing document-management and reporting mechanisms.
9,The owner or operator shall submit any past reports for Black Start tests with the CAISO and WECC.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a routine data‐submission feature with no significant impact on high‐level architectural decisions.
10,Participants who do not currently test their Black Start capability will be required to test their Black Start capability.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a procedural testing requirement and does not drive any fundamental changes to the system’s architecture.
11,"Within 24 hours of conducting a Black Start test, all Participants will notify the CAISO RT Dispatcher by phone indicating the success or failure of the test.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a procedural notification requirement with no material impact on system architecture or design.
12,"Within 14 days of performing a Black Start test, all Participants will file a letter with the CAISO regarding the success or failure of the test.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a business‐process compliance timeline requirement and does not drive any core architectural design changes.
13,"Testing records shall include the dates of the tests, the duration of the tests, and an indication of whether the tests met the requirements of this Black Start Testing section.",NFR,2008 - caiso.pdf.csv,requirement_statement,No,"This is a data-recording detail affecting the schema of test records, not a system-level architectural constraint."
14,The Black Start unit must have the ability to maintain voltage within emergency voltage limits over a range of loading from no external load to full external load in accordance with NERC reliability standards.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,This requirement dictates the design of the voltage control and power system architecture to ensure stability and NERC compliance across all loading conditions.
15,The Black Start unit must be equipped with governors that are capable of operating in an isochronous mode.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a low-level functional constraint on governor behavior and does not drive changes in the system’s overall architecture.
16,Adequate transmission capacity shall be available to connect the Black Start facility to the source providing station services to other specified generating stations.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,It drives the design of the system’s network topology and capacity planning to ensure sufficient connectivity and resilience.
17,The Black Start unit must be capable of starting and energizing the applicable transmission path without assistance from the electrical system.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,This requirement drives the need for a standalone power‐generation and control subsystem and shapes the overall system topology for grid-independent energization.
18,"The Black Start Test should include key operating aids used in Black Starts such as telephone communications and SCADA, if applicable.",FR,2008 - caiso.pdf.csv,requirement_statement,Yes,It drives the need for architectural integration points and communication layers for SCADA and telephony subsystems.
19,"The following start-up/synchronizing time limits shall apply to the Black Start testing units: Hydroelectric generating units or combustion gas turbines - within 30 minutes; Industrial gas turbines - within 60 minutes; Hot, steam-driven turbines - within 2.5 hours; Other technologies - as negotiated.",FR,2008 - caiso.pdf.csv,requirement_statement,Yes,This requirement imposes real‐time performance and scheduling constraints on the control system architecture for orchestrating black-start sequences.
20,The minimum run time duration (the generation time after being synchronized to the grid) of a Black Start test is 10 minutes.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a test-specific runtime constraint and does not affect the system’s overall architecture or high-level structure.
21,Submit a CAISO market schedule for any test energy.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"This requirement drives architectural decisions around external integration, data exchange protocols, and real-time scheduling capabilities."
22,All Black Start Generating Units must satisfy technical requirements specified by the CAISO.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,This regulatory compliance constraint will impact the design and integration of black-start unit modules to meet CAISO technical standards.
23,"The CAISO shall from time to time undertake performance tests, with or without prior notification.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is an operational testing procedure requirement and does not drive core system structure or architectural decisions.
24,The CAISO shall have the sole right to determine when the operation of Black Start Generating Unit is required to respond to conditions on the CAISO Controlled Grid.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"This requirement defines a centralized authority model, impacting the system’s control-flow and access-control architecture for black start operations."
25,The CAISO annually requests Black Start tests from at least one third of all RMR and Interim Black Start units.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a domain-specific business rule affecting selection logic but does not impose structural architectural constraints.
26,Black Start units may be tested and/or assessed for the ability to self-provide start-up power for the period of time it takes to complete the start-up process at the generating station and to switch to the applicable transmission path and synchronize to the grid.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,This requirement drives the design of a real-time startup simulation and testing module with grid synchronization interfaces and timing constraints.
27,Black Start units may be tested and/or assessed for the ability to complete such number of successive starts within such period of time as may be specified in the Black Start section of the unit’s RMR or Interim Black Start contract.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a detailed functional test requirement and does not drive major architectural structure or quality attributes.
28,Black Start units may be tested and/or assessed for the ability to produce the range of reactive power resources required by its voltage support section of the unit’s RMR or Interim Black Start contract.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a detailed functional test requirement that does not impose any significant cross-cutting architectural changes.
29,RMR & Interim BS Unit Owners may request an Availability Test at any time.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This on-demand test request is a routine functional feature that doesn’t impose new architectural structures or constraints.
30,RMR & Interim BS Unit Owners must submit a request for an Availability Test using G-213H Black Start Test Report Form and send it to the CAISO Operations Support Test Administrator.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a detailed procedural requirement that does not impose constraints on the system’s high-level structure or key quality attributes.
31,"If it is needed to test the Unit to generate above its contract MNDC or stated Availability, request this in G-213H Black Start Test Report Form.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a procedural testing documentation requirement and does not affect system architecture or design.
32,"If a unit retests and passes requested MW, correct the Unit’s Availability in SLIC, per the RMR Contract (Article 7.3 [b]).",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a routine business‐logic rule for updating a data field and does not impact the overall system architecture.
33,The Unit’s restated Availability Limit will not become effective until the Alhambra Generation Dispatcher has been notified.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,This requirement impacts the event-driven integration and state-transition architecture by mandating notification-based gating of the Availability Limit.
34,"Prior to the start to the 1st hour of the test, the Alhambra Generation Dispatcher must notify the BS Unit SC via telephone providing enough time to ramp the Unit to full capacity.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a manual operational procedure and does not impose significant constraints on the system architecture.
35,"Prior to the start of the test, the Alhambra Generation Dispatcher must transmit (electronically) an Availability Test Dispatch Notice for RMR units (or phone for Interim BS units) to the RMR Unit Owner, PTO, and CAISO Operations Support Test Administrator.",FR,2008 - caiso.pdf.csv,requirement_statement,Line 1:  Yes,Line 2: It drives the architecture of the notification subsystem by requiring multi-channel dispatch integration and workflow orchestration for electronic and fallback phone alerts.
36,"Prior to the start of the first hour, the BS Generating Unit Operator must ramp to the requested MW of the test.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a specific functional timing requirement for test operation and does not influence high-level architectural structure.
37,The BS Generating Unit Operator must maintain the requested MW for four full hours.,FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"It demands sustained operational availability and stateful performance over four hours, affecting reliability and resource management in the architecture."
38,"After the end of the fourth hour, the BS Generating Unit Operator must ramp back down or continue in Market Transaction.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a domain-specific business rule for operational logic and does not impose any system-level architectural constraints.
39,"If ramping occurs during the four-hour timeframe, it will have an undesirable effect on outcome of the test.",NFR,2008 - caiso.pdf.csv,requirement_statement,No,This statement specifies a test condition rather than imposing a structural or systemic constraint affecting the overall architecture.
40,"After completion of the test and prior to 11:00 the next business day, the RMR Generating Unit Operator must submit Ambient Temperature information relevant to the time frame of the test.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a routine business‐process timing rule and does not impose significant system‐level architectural constraints.
41,"Ambient Temperature information must be submitted to the CAISO Operations Support Test Administrator from G-203G RMR Test Request Form Availability Test Ambient Temperature Supplement, including four (4) Ambient Temperature Points, along with an average, each in a different hour of the test.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a detailed data‐collection function and does not drive any major system‐level architectural decisions.
42,"If Ambient Temperature information is not provided within the stated timeframe, CAISO reserves the right to pull its own information.",FR,2008 - caiso.pdf.csv,requirement_statement,Yes,"This requirement introduces a timeout-based fallback mechanism for data ingestion, impacting the system’s integration and error‐handling architecture."
43,"The CAISO Operations Support Test Administrator must determine the BS Unit’s Availability by averaging the actual MWh (from the Unit’s Revenue Meter) output during the four-hour test period, taking into consideration the Unit’s Temperature correction factor.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a detailed business calculation requirement that doesn’t impose high-level architectural or quality-attribute constraints.
44,"If the Unit’s output is at least 99% of the Requested MW, declare the BS Unit available at the current Unit Availability Limit.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a localized business rule for unit availability calculation with minimal impact on overall system architecture.
45,"If the Unit fails to satisfy the 99% Availability threshold, set the Availability Limit of the BS Unit to the Availability level achieved during the test.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a unit‐level functional rule for adjusting configuration based on test results and does not impose new architectural patterns or infrastructure changes.
46,The CAISO maintains a Black Start database that contains all Black Start generators designated for use during a system restoration.,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a straightforward data persistence requirement with minimal impact on the overall system architecture.
47,The Black Start database is reviewed and updated on at least an annual basis.,NFR,2008 - caiso.pdf.csv,requirement_statement,No,This is an operational maintenance frequency requirement with minimal impact on the system’s structural architecture.
48,"The Black Start database includes the name, location, megawatt capacity, type of unit, latest date of test, and starting method.",NFR,2008 - caiso.pdf.csv,requirement_statement,No,This simply specifies data fields for the Black Start database and does not drive high-level architectural structure or quality attributes.
49,"If a Black Start unit did not successfully pass the CAISO Black Start criteria specified in this procedure, an explanation and a plan to address and correct the deficiency shall be provided to the CAISO by the generator owner/operator.",FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a regulatory compliance requirement for reporting and remediation without significant impact on the system’s architecture.
50,The results of the testing and the justification for the periodicity of the testing shall be provided to WECC or NERC on request (within 30 days).,FR,2008 - caiso.pdf.csv,requirement_statement,No,This is a regulatory reporting requirement with timing constraints but does not drive foundational system architecture decisions.
51,The Real-time Grid Operators are trained at least annually for system restoration including the use of Black Start capable units.,NFR,2008 - caiso.pdf.csv,requirement_statement,No,This is an operational training requirement and does not impose constraints on the software system’s architecture.
52,"The training encompasses the integrated coordination of NERC requirements, WECC requirements, E-501 - System Restoration, E-501A Black Start Capable Units, Black Start Capability Plan, and simulations of full or partial system shutdowns and restoration (including a critique report of the simulation).",NFR,2008 - caiso.pdf.csv,requirement_statement,Yes,"This NFR drives the architecture to include a robust simulation engine, regulatory compliance integration, and critique reporting/workflow orchestration."
53,As a system simulator becomes available the CAISO will conduct operator training for system restoration and Black Start unit use.,NFR,2008 - caiso.pdf.csv,requirement_statement,No,This is an operational training process requirement and does not impose changes on the system’s architectural design.
0,The Framework MUST be capable of capturing information from the software tools specified in Table 3.9.3-A. The data captured SHOULD be stored in a centralized data store. The Framework MAY decide whether the information should be stored as Entities or Associates.,FR,2005 - znix.pdf.csv,requirement_statement,Line 1:  Yes,"Line 2: It drives key architectural decisions around integration patterns, choice of centralized datastore, and data modeling for Entities versus Associates."
1,"User SHOULD be able to modify, add, delete or group Entities by navigating to a virtual folder (e.g. /People/).",FR,2005 - znix.pdf.csv,requirement_statement,No,"This is a straightforward CRUD requirement with minimal impact on the overall system architecture, affecting only UI and data‐access implementation details."
2,The email is intercepted before it is dispatched to the SMTP server. An Associate is created to contain the message body. The recipient name(s) are used to create (if required) Entities under the “People” category. The Associate is then linked to each Entity.,FR,2005 - znix.pdf.csv,requirement_statement,Yes,"This requirement impacts the email processing pipeline and domain model by introducing interception, entity creation, and association persistence concerns."
3,"The email is fetched from the POP3 server. An Associate is created to contain the message body. The sender’s name is used to create Entities, under the category “People”. The Associate is then linked to this Entity.",FR,2005 - znix.pdf.csv,requirement_statement,No,This is a straightforward functional detail with no cross-cutting or quality-attribute impact requiring architectural changes.
4,User SHOULD be able to specify when he is to start a research project; i.e. when the web sites he visits subsequently are to be permanently stored. The project name specified by the user spawns a new Entity in the Framework. An associate is created as an archive and is linked to this Entity.,FR,2005 - znix.pdf.csv,requirement_statement,Yes,"This requirement drives the design of dynamic entity lifecycle, persistent archival storage, and scalability of the data persistence layer."
5,"After editing a document in a word-processor, the user invokes a special GUI supplied by the Framework. The GUI allows him to draw arrows to and from (a symbol representing) the current document to any Entity creating relationships between the document and the relevant Entities. The user may optionally specify a descriptive name for the document. The document is automatically saved to disk in a manner that reflects the relationships it has to other Entities. The user may in the future fetch this document by following the relationship paths that he had created.",FR,2005 - znix.pdf.csv,requirement_statement,Yes,This requirement drives the design of the document storage schema and retrieval service as well as the GUI–framework integration for relationship management.
6,The GUI described in section 3.1.1.5 MAY also be made available when dealing with other types of information as well.,FR,2005 - znix.pdf.csv,requirement_statement,Yes,"This requirement impacts the modularity and extensibility of the GUI layer, necessitating architectural support for reusable components and dynamic data handling."
7,"The user MUST be able to view the information in the central store in a hierarchical manner that makes sense to him. The Framework SHOULD include a browser that is capable of displaying this hierarchy in a UI similar to that of the Windows Explorer. The browser MAY OPTIONALLY be integrated directly into Windows Explorer, rather than being a stand alone application. This browser MAY integrate the GUI described in section 3.1.1.5 as well.",FR,2005 - znix.pdf.csv,requirement_statement,Yes,"This requirement dictates the UI architecture and component boundaries by requiring a Windows-Explorer-style browser with optional OS integration, impacting deployment and integration strategy."
8,"The user may want to archive portions of the information-store to removable storage media (CD-ROMs and USB Pen Drives). This SHOULD not mean that such portions would be “forgotten” by the Framework. Some residue MUST be left on the data store to indicate that a portion of data has been archived. The Framework SHOULD inform the user that the Entity has been archived and OPTIONALLY, if he wishes to proceed, to remount the relevant storage device.",FR,2005 - znix.pdf.csv,requirement_statement,Yes,"This requirement impacts the storage subsystem architecture by requiring a removable‐media abstraction layer, persistent metadata residue, and device‐mount management."
9,"The Framework API should expose at least the following functionality to client processes: Create, delete and modify Entities and Entity groups; Create, delete and modify relationships between Entities; List and access Entities with an API similar to that of a standard file system API; Execute queries for the retrieval of Entities using different criteria.",FR,2005 - znix.pdf.csv,requirement_statement,Yes,"This requirement defines the core API surface and data model interactions, impacting module boundaries, layering, and extensibility of the architecture."
10,The API that exposes Entity listings MAY be designed to be similar to the System.IO APIs of the .NET Platform which provide directory and file listings.,FR,2005 - znix.pdf.csv,requirement_statement,No,"This is a design style guideline for consistency, not a driver affecting the overall system architecture."
11,"GUIs associated with the Framework SHOULD be designed such that a user with basic understanding of the Windows 2000/XP operating systems would instinctively be able to interact with them. Therefore, most GUIs MAY need to closely mimic popular Windows applications.",NFR,2005 - znix.pdf.csv,requirement_statement,No,This is a UI usability/style guideline and does not drive high-level architectural structure or component interfaces.
12,The mean time between failures (MTBF) SHALL exceed 3 months.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"It imposes reliability and availability constraints that drive fault-tolerance, redundancy, and component selection in the architecture."
13,"At this stage of the development, the Framework MAY only operate in single user mode, with no networking capabilities.",NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"This restriction shapes the system’s architecture by eliminating networking modules and defining a single-user, local-only operation boundary."
14,The Framework Shell SHOULD NOT utilize more than 40 megabytes of RAM.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"It places tight memory restrictions that influence technology stacks, module design, and resource management strategies."
15,"Any coding conventions to be used during implementation MUST be documented before the beginning of the phase, and strictly adhered to during the phase.",NFR,2005 - znix.pdf.csv,requirement_statement,No,This requirement governs implementation style and maintainability but does not drive or constrain the overall system architecture.
16,"Project ZNIX SHOULD be available to its potential users in source and binary form, and free of charge. The project MAY be hosted on a popular Open Source distribution website such that the Open Source community is aware of (and contribute to) its existence.",NFR,2005 - znix.pdf.csv,requirement_statement,No,This is a release and distribution requirement affecting deployment and licensing processes rather than core system architecture.
17,The website for distributing the project SHALL include provisions for the users to make comments on the product as well as to compile a wish-list of features.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"This introduces user-generated content and wishlist features that will impact the system’s data model, service/component architecture, and scalability/security considerations."
18,The Framework MUST guard against malicious scripts on remote websites from accessing its information.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"Requires defining security boundaries and sandboxing mechanisms (e.g., content security policies, isolation layers) to enforce strict access control."
19,The Framework MUST guard against unintended corruption of information by the user himself.,NFR,2005 - znix.pdf.csv,requirement_statement,Line 1:  Yes,Line 2: It requires the architecture to include dedicated validation and integrity‐enforcement layers to prevent user-induced data corruption.
20,No design constraint has been imposed at this stage.,NFR,2005 - znix.pdf.csv,requirement_statement,No,This statement imposes no constraints or directives and thus does not influence architectural decisions.
21,The online help system should be compiled utilizing as much of non-technical terms as possible. Care SHOULD be taken not to produce an exhaustive user documentation as that would defeat the main purpose of the system as expressed in the introduction to section 2.,NFR,2005 - znix.pdf.csv,requirement_statement,No,This is a content style guideline for user-facing help and does not drive core system structure or key architectural decisions.
22,A comprehensive Developer’s Guide MAY be compiled to facilitate 3rd party ZNIX-aware applications.,NFR,2005 - znix.pdf.csv,requirement_statement,No,This requirement relates to documentation and does not impose constraints or decisions on the system’s architecture.
23,"A GUI capable of browsing the information managed by the Framework, similar to that of the Windows Explorer SHOULD be available to the user. The GUI MUST also be capable of allowing the user to specify relationships between disparate Entities as he sees fit.",FR,2005 - znix.pdf.csv,requirement_statement,Yes,It impacts the UI/data‐access architecture by requiring an Explorer‐style browsing interface and dynamic entity‐relationship management module.
24,"Provisions SHOULD be made so that at least the following 3rd party applications can take advantage of the Framework for the specified types of information: Outlook Express, Outlook 2003, Address Book, Internet Explorer, Opera, Firefox, Word 2003.",FR,2005 - znix.pdf.csv,requirement_statement,Yes,"This requirement drives the need for a pluggable integration layer and adapter modules, impacting the system’s modularity and extensibility."
25,Targeted operating systems are Windows 2000 Professional and Windows XP.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"This OS targeting drives key architectural decisions around platform-specific APIs, compatibility layers, and system library support."
26,ZNIX Framework will be licensed under GNU Library General Public License (LGPL). The browser and any other tool released alongside the Framework will be licensed under GNU Public License (GPL).,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"This licensing requirement affects component boundaries, linking strategies, and distribution packaging to ensure LGPL/GPL compliance."
27,"All proprietary trademarks, product names and/or logos used on this document are trademarks of their respective owners.",NFR,2005 - znix.pdf.csv,requirement_statement,No,This is a legal/documentation requirement with no direct impact on the software’s architectural design.
28,"All components associated with Project ZNIX should conform to the following standards: Windows 2000 Logo Requirements. The system SHALL conform to ISO 10646 (Unicode UTF-8) and OPTIONALLY ISO 10646-1 (Unicode UTF-16) standards for character set encoding. Additionally, design of the system MAY yield a new set of standards that ZNIX-aware client processes MAY need to conform to.",NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"This imposes cross-cutting constraints on component interfaces, data encoding, platform compatibility, and client interoperability that must drive core architectural decisions."
29,The system design MUST be subjected to the following constraints: Hardware: Intel Pentium III or compatible 1-GHz PC with 256 megabytes of RAM.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,This hardware constraint imposes strict resource and performance limits that drive key architectural decisions around memory management and component design.
30,The system design MAY assume that all interfaces designed for the 3rd party software listed in Table 3.9.3-A will be compatible with their subsequent releases.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"This assumption impacts the integration architecture by dictating interface versioning, dependency management, and long-term coupling strategies."
31,The applications listed in this table are assumed to be safe from vulnerabilities. The security offered by these products will form the basis of the security of the Framework.,NFR,2005 - znix.pdf.csv,requirement_statement,Yes,It defines critical security assumptions and trust boundaries that will shape the framework’s overall security architecture.
32,"It is assumed that supporting the software listed would be sufficient to serve the intended user-base, considering their popularity on Microsoft Windows based systems.",NFR,2005 - znix.pdf.csv,requirement_statement,Yes,"This NFR constrains platform and third-party software support, directly impacting architecture choices for compatibility, integration, and deployment."
0,"For each roadway network it maintains, the Center shall provide the following information: 1. Network identifier 2. Network name 3. Number of links in the network 4. Number of nodes in the network 5. List of link data 6. List of node data",FR,2001 - ctc network.pdf.csv,requirement_statement,No,"This is a straightforward data‐retrieval specification with no performance, scalability, or crosscutting constraints driving the overall architecture."
1,The Center shall provide the following link information: 1. Link identifier 2. Link name 3. Road number 4. Link type 5. Link type description 6. Start node 7. End node 8. Direction 9. Length 10. Capacity 11. Speed limit 12. Speed limit truck 13. Number of lanes,FR,2001 - ctc network.pdf.csv,requirement_statement,No,This is a detailed data‐attribute specification affecting the database schema but not driving high-level architectural decisions.
2,"The Center shall provide the following node information: 1. Node identifier 2. Node name 3. Node jurisdiction 4. Owner 5. Latitude/longitude 6. Type of node (i.e., intersection or bridge) 7. Node type description 8. Number of links",FR,2001 - ctc network.pdf.csv,requirement_statement,No,This is a detailed data attribute specification for a functional API and does not impose architectural constraints.
3,For each link defined within the Center: 1. Network identifier 2. Link identifier 3. Data type 4. Data type description 5. Delay 6. Travel time 7. Volume 8. Speed 9. Density 10. Occupancy,FR,2001 - ctc network.pdf.csv,requirement_statement,No,This is a detailed data‐field specification and does not impose high-level architectural constraints or drive major design decisions.
4,The Center shall support the following information about each incident: 1. Network identifier 2. Incident ID 3. Incident description 4. Roadway 5. Cross street 6. Latitude/longitude 7. Link identifier 8. Direction 9. Status 10. Update Type 11. Affected lanes 12. Classification 13. Severity 14. Incident type 15. Incident type description 16. Road conditions 17. Weather 18. Confirmed date & time 19. Cleared date & time,FR,2001 - ctc network.pdf.csv,requirement_statement,No,This is purely a data model/schema detail and does not drive high-level architectural decisions.
5,The Center shall support the following information about each lane closure: 1. Network identifier 2. Lane closure ID 3. Closure description 4. Starting roadway 5. Starting cross street 6. Latitude/longitude of starting location 7. Ending roadway 8. Ending cross street 9. Latitude/longitude of ending location 10. Direction of roadway 11. Link identifier 12. Current status 13. Update type 14. Affected lanes 15. Lane closure source 16. Contact 17. Days closed 18. Start time of day 19. End time of day 20. Start date of series 21. End date of series,FR,2001 - ctc network.pdf.csv,requirement_statement,No,This is a detailed data-model specification for lane-closure fields with minimal impact on high-level architectural decisions.
6,The Center shall provide the following status information about each DMS: 1. Network Identifier 2. DMS Identifier 3. DMS Name 4. Location (latitude/longitude) 5. Sign Geometry (row/column) 6. Status (online/offline) 7. Current message (MULTI string) 8. Beacons (on/off),FR,2001 - ctc network.pdf.csv,requirement_statement,No,This is a straightforward data‐model and API detail with minimal impact on overall system architecture.
7,"To support DMS control in other centers, the Center shall be able to support the following device control command for a DMS: 1. Network identifier 2. DMS Identifier 3. Username 4. Password 5. Beacons (on/off) 6. Immediate message (MULTI string)",FR,2001 - ctc network.pdf.csv,requirement_statement,Yes,"It defines key aspects of the remote control interface—including authentication and message protocol—impacting security, communication, and integration architecture."
8,The Center shall support the following status information about each LCS: 1. Network identifier 2. LCS identifier 3. LCS name 4. Location (latitude/longitude) 5. Geometry (number of heads) 6. Head capabilities 7. Status 8. Current pattern,FR,2001 - ctc network.pdf.csv,requirement_statement,No,This is a detailed data‐model requirement adding routine fields and has no major impact on the overall system architecture.
